W_REGN,W_PSU,W_HHID,SFILLER,SET1,SET2,SREL,SSEX,SAGE,TLEFT,DATE_LEFT_MONTH,DATE_LEFT_YEAR,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,DATE_RETURNED_MONTH,DATE_RETURNED_YEAR,DATE_EXPECTED_MONTH,DATE_EXPECTED_YEAR,CASHREM,CASHAMT,MODE,RETAPSEP,CASHHOME,KINDREM,KINDAMT,SWGT,PRRCD,LFS_IND,P6M_IND
10,4311007001,06350409,0014211131267802,01,01,3,2,30,02,12,2002,1,7,5220,1,039,24,1,2229,22,2,,,12,2004,1,030000,1,2,,2,,00375.8368,,1,1
10,4312005000,06450110,0011221081268202,01,01,2,2,38,02,07,2002,2,7,2310,1,104,15,1,2232,15,2,,,10,2003,1,120000,1,2,,2,,00340.5745,,1,1
10,4317012001,06920126,0012221261270802,01,01,3,2,26,01,01,2003,1,6,4211,1,082,88,1,9131,09,2,,,88,8888,2,,,2,,2,,00386.0094,,1,1
10,4321008001,07510275,0012211191273502,01,01,3,1,25,01,12,2002,1,7,9131,1,096,12,1,7233,09,2,,,12,2003,1,067000,1,2,,2,,00374.3471,,1,1
10,4321008001,07550359,0012211191273502,01,01,1,1,45,01,10,2001,2,6,6420,1,080,29,1,6430,24,2,,,03,2004,1,071000,1,2,,2,,00326.2280,,1,1
10,4321008001,07600458,0012211191273502,01,01,1,1,41,01,11,2002,2,7,5169,1,104,17,1,5133,10,2,,,04,2004,1,120000,1,2,,2,,00340.9395,,1,1
11,2301029000,00300204,0014224071276902,01,01,2,2,32,01,07,2000,2,4,0210,1,051,36,1,9131,30,1,08,2003,,,1,020000,1,1,100000,2,,00353.8479,,1,1
11,2301029000,00350289,0014224071276902,01,01,3,2,24,01,09,2000,1,6,9131,1,081,88,1,3460,02,2,,,88,8888,1,010000,1,2,,2,,00329.4528,,1,1
11,2303012003,00700304,0011223161279002,01,01,3,2,37,02,11,2002,2,4,0210,1,089,12,1,9131,35,2,,,11,2003,2,,,2,,2,,00332.0532,,1,1
11,2305021004,01000740,0014212111280202,01,01,2,1,40,03,07,2003,2,7,0910,1,018,08,1,8340,18,2,,,03,2004,1,030000,1,1,150000,2,,00321.7974,,1,1
11,2314009004,01230023,0011235121281702,01,01,3,2,28,01,04,2003,1,6,5220,1,039,24,1,9131,05,2,,,04,2005,1,009500,1,2,,2,,00354.1442,,1,1
11,2314014002,01550459,0014223101281802,01,01,1,1,51,03,12,1998,2,4,8321,1,039,88,1,7231,50,1,09,2003,,,1,155000,1,1,080000,2,,00328.2870,,2,1
11,2315021001,01670132,0013224241282802,01,01,2,2,45,01,06,2002,2,2,0210,1,081,24,1,7433,15,2,,,06,2004,1,043000,4,2,,2,,00308.3639,,1,1
11,2315029005,01980183,0013211071283902,01,01,3,2,05,99,99,9999,1,0,9999,9,999,99,9,9999,99,9,99,9999,,,9,999999,9,9,999999,9,999999,00428.9322,,1,
11,2315029005,02070342,0013211071283902,01,01,3,2,29,02,08,2003,1,4,1314,1,081,36,1,9131,24,2,,,08,2006,1,008000,1,1,008000,2,,00485.6742,,1,1
11,2315034001,02250097,0011211111284102,01,01,4,2,38,01,09,2000,2,6,5151,1,081,17,1,5151,17,1,02,2002,,,2,,,2,,2,,00347.0595,,1,2
11,2315034001,02310189,0011211111284102,01,01,2,1,45,04,05,2003,2,7,8340,1,039,10,1,8340,40,2,,,03,2004,1,300000,1,2,,2,,00330.7687,,1,1
11,2318011001,03490217,0010110021287902,01,01,3,2,28,01,07,2003,1,7,2310,1,052,06,1,3473,02,2,,,01,2004,2,,,1,075000,1,040000,00390.0032,,1,1
11,2318011001,03520394,0010110021287902,01,01,3,2,25,01,06,2003,1,7,0210,1,039,24,1,9131,03,2,,,06,2005,1,015000,1,2,,2,,00390.0032,,1,1
11,2319001008,03990544,0012212041288302,01,01,6,2,32,02,08,2002,3,4,4113,1,010,88,1,9131,24,2,,,88,8888,1,032000,4,1,090000,2,,00368.9264,,1,1
11,2319011005,04040435,0010110011289002,01,01,2,2,47,01,10,2002,2,4,0210,1,047,31,1,9131,11,2,,,10,2005,1,086000,1,2,,1,012000,00337.8057,,1,1
11,2319011009,04110058,0010110011289002,01,01,6,1,38,04,06,2002,2,7,3416,1,032,09,1,8340,24,1,09,2003,,,2,,,1,070000,1,002000,00350.5767,,2,1
11,2319011009,04120086,0010110011289002,01,01,3,2,28,02,09,2002,2,4,0231,1,052,88,1,5131,12,2,,,88,8888,1,026400,5,2,,2,,00350.5767,,2,1
11,2319022016,04350127,0010110051289502,01,01,4,2,28,03,08,2003,2,3,0210,1,052,06,1,3473,13,2,,,02,2004,1,025000,4,1,060000,1,004000,00388.8178,,1,1
11,2319026003,04660436,0011212021289902,01,01,6,2,24,02,06,2003,1,7,4113,1,081,24,1,9131,24,2,,,06,2005,2,,,2,,2,,00343.4918,,1,1
11,2323005001,05040181,0013212071290402,01,01,3,2,20,01,11,2001,1,2,9131,1,057,25,1,9131,20,2,,,12,2003,2,,,2,,2,,00330.2806,,1,1
11,2401025001,00320185,0014211131291602,01,01,3,1,23,01,08,2003,1,7,2157,1,089,12,2,,,2,,,07,2004,2,,,2,,2,,00328.1467,,1,2
11,2401025001,00370267,0014211131291602,01,01,2,2,37,03,04,2001,2,7,1314,1,078,12,1,2224,24,2,,,10,2003,2,,,2,,2,,00322.2691,,1,1
11,2402015000,00680164,0011248101294202,01,01,3,2,25,01,10,2002,1,4,5220,1,051,24,1,9131,12,2,,,10,2004,1,016000,1,2,,2,,00353.2552,,1,1
11,2402020019,00960053,0010120141295802,01,01,2,2,25,04,09,2002,2,3,5121,1,052,06,1,3473,24,1,02,2003,,,2,,,2,,2,,00403.8675,,1,2
11,2402020019,01000158,0010120141295802,01,01,3,2,18,01,08,2003,1,3,0940,1,052,06,1,3473,01,2,,,02,2004,1,004000,4,2,,2,,00376.0239,,1,1
11,2402021012,01260231,0010120021295902,01,01,3,2,27,02,07,2002,1,6,0940,1,052,03,1,3473,09,1,10,2002,,,2,,,2,,2,,00390.0032,,1,2
11,2402021027,01370015,0010120021295902,01,01,3,2,27,01,04,2001,1,7,2231,6,096,30,1,2231,29,2,,,10,2003,1,016200,1,2,,1,005500,00390.0032,,1,
11,2402023006,01740348,0010120071296102,01,01,3,1,21,01,05,2003,1,7,0940,1,033,13,1,8340,04,2,,,06,2004,2,,,2,,2,,00383.5330,,1,1
11,2402023006,01750418,0010120071296102,01,01,6,2,35,01,08,2002,2,7,5122,1,051,36,1,9131,13,2,,,08,2005,1,020000,1,2,,2,,00376.6633,,1,1
11,2402030003,02000106,0011224071296302,01,01,2,2,42,02,11,2000,2,7,7433,1,052,24,1,8211,36,1,11,2002,,,2,,,2,,2,,00320.0219,,2,2
11,2402030003,02040196,0011224071296302,01,01,3,1,37,03,08,2003,2,7,1314,1,096,10,1,9162,30,2,,,06,2004,2,,,2,,2,,00320.0219,,2,1
11,2402030003,02050224,0011224071296302,01,01,2,1,37,99,99,9999,2,7,9999,1,999,99,9,9999,99,9,99,9999,,,9,999999,9,9,999999,9,999999,00320.9909,,1,2
11,2402030003,02140534,0011224071296302,01,01,2,2,49,02,08,2002,2,7,1314,1,010,36,1,9131,50,2,,,08,2005,1,032000,4,2,,1,009500,00308.3639,,1,1
11,2402030003,02180686,0011224071296302,01,01,2,2,41,01,12,1999,2,6,7433,1,081,58,1,7433,45,2,,,10,2004,1,090000,1,2,,1,007500,00322.2691,,1,1
11,2402035002,02470342,0011235061296702,01,01,2,1,52,04,01,2002,2,4,0940,1,081,28,1,7231,45,2,,,05,2004,1,080000,1,2,,2,,00316.7051,,1,1
11,2402036007,02630168,0014235011296802,01,01,2,1,43,03,08,2001,2,4,7142,1,081,28,1,7142,32,2,,,12,2003,1,057000,1,2,,2,,00321.5285,,1,1
11,2402042000,15280220,0013236121292802,01,01,3,2,21,02,03,2003,1,3,5131,1,052,06,1,2453,12,1,09,2003,,,2,,,1,050000,1,039000,00320.5579,,2,1
11,2402049002,03060102,0013224051297302,01,01,2,2,27,01,05,2002,2,6,0210,1,094,24,1,9131,16,2,,,05,2004,1,030000,1,2,,2,,00363.4114,,1,1
11,2402049002,03100219,0013224051297302,01,01,2,1,40,02,08,2002,2,1,8322,1,081,24,1,8322,37,2,,,08,2004,1,036000,2,2,,2,,00329.6663,,1,1
11,2402049002,03110247,0013224051297302,01,01,2,2,30,01,02,2003,2,3,0210,1,033,24,1,9131,07,2,,,03,2005,1,020000,2,2,,2,,00363.4114,,1,1
11,2402049002,03120275,0013224051297302,01,01,3,2,35,99,99,9999,1,4,9999,1,999,99,9,9999,99,9,99,9999,,,9,999999,9,9,999999,9,999999,00330.9791,,1,2
11,2402049002,03200504,0013224051297302,01,01,2,2,33,03,10,2002,2,4,0210,1,094,24,1,5123,35,2,,,10,2004,1,060000,4,2,,2,,00363.4114,,1,1
11,2402057002,03600755,0012235041297802,01,01,1,1,35,02,06,2000,2,4,7212,1,081,24,1,8332,48,1,05,2003,,,1,007000,1,1,030000,1,001500,00330.2414,,2,1
11,2402057002,03640870,0012235041297802,01,02,6,1,41,03,10,2002,2,6,8321,1,081,24,1,5169,36,2,,,10,2004,1,090000,1,2,,1,010000,00331.2414,,1,1
11,2402057002,03640870,0012235041297802,02,02,6,2,41,03,10,2002,2,7,1130,1,081,24,1,5169,36,2,,,10,2004,2,,,2,,2,,00332.5604,,1,1
11,2402075020,04960146,0010120011299002,01,01,2,1,44,09,01,2003,2,7,7231,1,005,09,1,7231,45,1,09,2003,,,1,375000,1,1,250000,2,,00363.7359,,1,1
11,2402086020,05550248,0012120031299302,01,01,2,2,45,30,08,2003,2,7,2114,1,017,02,1,2114,60,2,,,10,2003,1,324000,1,2,,2,,00339.3553,,1,1
11,2402087004,05600128,0010120111299402,01,01,3,1,19,03,99,2003,1,4,7436,4,050,03,1,7436,20,2,,,01,2004,1,030000,2,2,,2,,00372.3158,,1,1
11,2402087012,05720018,0010120111299402,01,01,2,1,38,99,99,9999,2,7,9999,1,999,99,9,9999,99,9,99,9999,,,9,999999,9,9,999999,9,999999,00364.1968,,1,2
11,2402097001,05860099,0011236061299502,01,01,2,1,23,04,11,2001,2,3,0940,6,096,31,1,9322,48,2,,,06,2004,1,060000,1,2,,2,,00337.1245,,1,
11,2402097001,05980312,0011236061299502,01,01,3,2,26,02,11,2001,1,7,5220,1,039,30,1,9131,48,2,,,05,2004,1,042000,1,2,,2,,00363.5288,,1,1
11,2402105001,06500231,0013248041299802,02,02,3,2,25,02,11,2002,1,7,2341,1,052,06,1,3473,12,1,05,2003,,,2,,,1,050000,1,025000,00319.4858,,2,1
11,2402105001,06500231,0013248041299802,01,02,3,1,24,02,05,2000,1,7,0940,1,015,42,1,3471,42,2,,,11,2003,2,,,2,,2,,00327.5970,,1,1
11,2402116010,07020398,0010120151300102,01,01,2,1,25,01,08,2003,2,5,3133,1,081,12,1,3133,02,2,,,08,2005,2,,,2,,2,,00426.8076,,1,1
11,2402120004,07400089,0013247061300502,01,01,3,2,24,02,09,2003,1,7,4141,1,081,09,1,4141,06,2,,,06,2004,2,,,2,,2,,00336.9229,,1,1
11,2402124002,07610011,0010120081300702,01,01,3,2,26,02,09,2003,4,3,0210,1,050,12,1,5123,12,2,,,09,2004,1,025000,1,1,030000,1,034800,00389.4105,,1,1
11,2402134002,08250255,0012212091301202,01,01,6,2,21,02,01,2003,1,4,5220,1,081,24,1,9131,48,2,,,01,2005,1,030000,2,2,,2,,00353.2640,,1,1
11,2402137001,08360037,0013211091304402,01,01,2,1,40,04,04,2002,2,7,2141,1,081,08,1,2141,59,2,,,12,2003,1,150000,1,2,,2,,00320.7220,,1,1
11,2402164001,08750220,0014223021302602,01,01,2,2,33,02,02,2003,2,3,9131,1,081,10,1,9131,24,2,,,12,2003,1,019500,1,2,,2,,00354.7369,,1,1
11,2402164001,08768001,0014223021302602,01,01,4,1,34,01,09,1999,2,6,9321,1,078,24,1,5122,24,1,10,2001,,,2,,,2,,2,,00320.8259,,2,2
11,2402164001,08820449,0014223021302602,01,01,2,2,30,01,03,2002,2,6,5220,1,081,06,1,9131,06,1,10,2002,,,2,,,2,,2,,00320.8259,,2,2
11,2402170002,09040361,0011211021302902,01,02,3,2,26,04,04,2003,1,4,3473,1,052,06,1,3473,36,2,,,10,2003,1,065000,4,2,,1,002000,00385.6925,,1,1
11,2402170002,09040361,0011211021302902,02,02,3,2,23,02,08,2003,1,4,5210,1,052,06,1,3473,12,2,,,02,2004,1,008000,4,2,,1,000500,00359.1020,,1,1
11,2402179003,09298001,0014212011303202,01,01,2,2,35,02,06,2002,2,4,1314,1,054,24,1,9131,39,2,,,06,2004,1,013000,1,2,,2,,00390.6712,,1,1
11,2403027003,10780068,0011211021306402,01,01,3,1,31,05,06,2003,2,7,8340,1,050,08,1,8340,50,2,,,02,2004,1,063000,1,2,,2,,00362.2338,,1,1
11,2403027003,10790080,0011211021306402,01,01,3,2,28,08,05,2003,1,3,0940,1,052,07,1,3473,04,2,,,12,2003,1,004300,1,2,,1,002000,00363.6770,,1,1
11,2403027003,10880206,0011211021306402,01,01,2,2,41,03,12,1999,2,4,5220,1,051,88,1,1314,45,2,,,88,8888,1,082000,1,2,,1,010000,00331.2210,,1,1
11,2407015002,12440293,0014212081310802,01,01,6,2,32,06,04,2003,1,4,5220,1,052,06,1,3473,36,2,,,10,2003,1,095000,1,2,,1,116000,00352.6625,,1,1
11,2407015002,12460352,0014212081310802,01,01,3,1,35,01,02,2001,1,7,2351,1,082,36,1,9131,31,2,,,02,2004,1,010000,1,2,,2,,00319.9155,,1,1
11,2412001004,13440157,0012224161316302,01,01,3,2,19,04,08,2003,1,2,5220,1,052,06,1,3473,20,2,,,02,2004,1,010000,1,1,020000,2,,00329.7287,,1,1
11,2412001004,13450181,0012224161316302,01,01,4,2,30,01,03,2002,2,6,9111,1,089,21,1,9131,18,2,,,12,2003,1,038000,1,2,,2,,00354.1442,,1,1
11,2412004001,13550031,0014223211316002,01,01,2,2,36,01,10,2001,2,4,0210,1,051,24,1,9131,23,2,,,10,2003,1,018000,4,2,,2,,00342.3692,,1,1
11,2412020003,13820339,0012211171317102,01,01,3,2,36,04,12,2002,2,6,0210,1,039,17,1,9131,48,2,,,05,2004,1,036000,1,2,,2,,00322.2691,,1,1
11,2413005000,13900082,0011236231317402,01,01,3,1,31,02,12,2002,1,4,8321,1,096,09,1,8340,19,1,08,2003,,,1,030000,1,1,080000,2,,00319.7538,,2,1
11,2413009003,14190422,0013223261318202,01,01,2,2,41,01,09,2000,2,4,0210,1,078,39,1,9131,37,2,,,12,2003,2,,,2,,2,,00342.3692,,1,1
11,2506011000,01060205,0013224241323702,01,01,3,2,20,01,10,2002,1,2,9131,1,052,14,1,2454,11,2,,,12,2003,1,015000,1,2,,2,,00329.1769,,1,1
11,2507016000,01530045,0014212061325202,01,01,3,2,40,01,05,2001,4,2,9131,1,094,24,1,9131,24,1,06,2003,,,1,027000,1,1,025000,2,,00320.0219,,2,1
11,2509005015,02240101,0010110061326902,01,01,3,2,35,02,05,2003,2,2,0210,1,094,24,1,9131,24,2,,,05,2005,1,004000,1,2,,2,,00355.7375,,1,1
11,2509005015,02270233,0010110061326902,01,01,3,2,24,02,02,2002,2,3,0210,1,081,22,2,,,2,,,12,2003,1,050000,1,2,,1,010000,00363.6673,,1,2
11,2509022004,02530112,0011211141327002,01,01,2,2,52,01,08,2003,2,3,0210,4,052,08,2,,,2,,,03,2004,2,,,2,,2,,00308.1057,,1,2
11,8201002002,00090204,0013224191329602,01,01,3,2,26,01,03,2003,1,6,8273,1,081,24,1,9131,07,2,,,03,2005,1,023800,1,2,,2,,00380.4287,,1,1
11,8203011002,00790146,0012225011332402,01,02,3,2,26,01,06,2002,1,6,9131,1,081,60,1,9131,15,2,,,06,2007,1,044000,1,2,,2,,00383.4994,,1,1
11,8203011002,00790146,0012225011332402,02,02,3,2,26,02,05,2002,1,6,9131,1,081,60,1,9131,53,2,,,05,2007,1,060200,1,2,,2,,00383.4994,,1,1
11,8206007004,01590157,0011212031336202,01,02,3,1,32,03,04,2003,1,7,7233,1,888,12,1,7233,36,2,,,04,2004,1,048000,1,2,,1,051000,00352.1485,,1,1
11,8206007004,01590157,0011212031336202,02,02,3,2,31,02,05,2001,1,7,4113,1,094,36,1,4121,50,2,,,05,2004,1,042000,1,2,,2,,00353.5515,,1,1
11,8207013005,02000315,0011211181337402,01,01,4,1,35,03,01,2003,2,7,0920,1,052,06,1,7433,32,1,01,2003,,,2,,,2,,2,,00332.8939,,1,2
11,8208022001,02410030,0011224121338402,01,01,3,2,21,03,09,2003,1,4,0231,1,052,06,1,3473,99,2,,,03,2004,2,,,2,,2,,00353.2640,,1,1
11,8208022001,02490147,0011224121338402,01,01,3,2,31,02,03,2003,1,7,4211,1,089,48,1,8252,48,2,,,03,2007,1,050000,1,2,,2,,00379.4222,,1,1
12,4701017000,00160032,0011213121342502,01,01,3,2,26,01,08,2003,1,4,9131,1,081,24,1,9131,01,2,,,09,2005,2,,,2,,2,,00314.4822,,1,1
12,4701017000,00200091,0011213121342502,01,01,2,2,37,02,06,2001,2,4,9211,1,081,33,1,9131,40,2,,,03,2004,1,044000,1,2,,2,,00286.4167,,1,1
12,4701017000,00240156,0011213121342502,01,01,3,2,23,01,03,2002,1,6,0940,1,053,24,1,9131,18,2,,,03,2004,1,047000,1,2,,2,,00292.8016,,1,1
12,4701017000,00330295,0011213121342502,01,02,3,2,25,01,07,2003,1,7,5220,1,039,24,1,9131,03,2,,,07,2005,1,005000,4,2,,2,,00314.4822,,1,1
12,4701017000,00330295,0011213121342502,02,02,3,2,27,02,01,2000,1,7,3122,1,039,49,1,9131,45,2,,,02,2004,2,,,2,,2,,00314.4822,,1,1
12,4702039000,00620089,0012231111363802,01,01,3,2,24,01,06,2002,1,3,0210,1,081,24,1,0210,15,2,,,06,2004,1,010000,1,2,,2,,00294.4268,,1,1
12,4703008002,00930270,0014222151344302,01,01,3,2,28,01,04,2003,1,5,0210,1,039,24,1,9131,06,2,,,04,2005,2,,,2,,2,,00329.3696,,1,1
12,4703019003,01380122,0010100041344502,01,01,6,2,26,02,02,2003,1,7,0940,1,081,24,1,2399,32,2,,,03,2005,1,015000,1,2,,2,,00311.7489,,1,1
12,4704017001,01670103,0012213011345702,01,01,4,2,24,01,02,2003,2,7,0210,1,081,24,1,4112,08,2,,,02,2005,2,,,2,,2,,00639.9591,,2,1
12,4705017000,02130005,0012133041346802,01,01,3,1,24,01,06,2003,1,6,9131,1,081,24,1,9131,04,2,,,06,2005,1,006000,1,2,,2,,00314.9459,,1,1
12,4705029002,02410240,0013211151347702,01,01,3,2,29,01,09,2003,1,7,2231,1,096,37,1,2231,01,2,,,10,2006,2,,,2,,2,,00338.9694,,1,1
12,4708019001,03330363,0011211091350902,01,01,3,2,24,01,04,2003,1,7,9211,1,081,24,2,,,2,,,06,2005,2,,,2,,2,,00317.9501,,1,2
12,4709008000,03500255,0014213191354102,01,01,2,2,47,02,01,2002,2,4,9211,1,039,27,1,9131,57,2,,,04,2004,2,,,2,,2,,00274.0599,,1,1
12,4709032000,03930143,0014232181352802,01,01,6,2,29,02,10,2002,1,5,0940,1,039,23,2,,,1,09,2003,,,2,,,1,250000,2,,00382.0053,,1,2
12,4709056001,04030058,0011212201355102,01,01,3,2,24,01,06,2002,1,7,0231,1,081,24,1,2231,15,2,,,06,2004,1,090000,1,2,,2,,00293.6142,,1,1
12,4709056001,04060121,0011212201355102,01,01,3,2,27,01,06,2002,1,4,5220,1,039,24,1,9131,12,1,08,2003,,,1,027000,1,1,120000,1,009000,00315.3549,,1,1
12,4710001002,04590272,0011222281355202,01,01,3,2,20,01,03,2003,1,7,0210,1,052,06,1,5159,06,1,08,2003,,,1,051000,1,1,010000,1,004000,00325.3728,,1,1
12,4710013000,04700135,0012232251356602,01,01,4,1,28,01,04,2001,2,7,0231,1,066,24,1,8340,24,1,04,2003,,,1,020800,1,1,050000,2,,00380.4898,,1,1
12,4710014000,04960335,0014231201356802,01,01,2,2,33,01,06,2001,2,7,0210,1,039,24,1,9131,24,1,06,2003,,,1,020000,1,1,035000,1,007000,00316.2277,,1,1
12,4712060000,06050358,0014233161358302,01,01,2,2,48,02,03,2002,2,4,0210,1,078,24,1,9131,12,1,08,2003,,,1,027000,1,1,120000,1,015000,00274.8204,,1,1
12,4714005001,06430469,0014221191361902,01,01,3,1,35,03,01,2003,1,7,8172,1,999,10,1,7233,44,2,,,12,2003,1,030000,1,2,,2,,00340.3371,,1,1
12,4717015001,06790119,0014232111364002,01,01,3,1,27,01,07,2000,1,7,0940,1,051,06,1,9131,36,2,,,07,2005,2,,,2,,2,,00337.0052,,1,1
12,4717015001,06800143,0014232111364002,01,01,6,1,34,01,09,2002,1,5,0940,1,051,34,1,9131,12,2,,,07,2005,2,,,2,,2,,00337.0052,,1,1
12,4717015001,06880323,0013232111364002,01,02,3,2,38,02,09,2002,1,5,0940,1,089,32,1,9131,12,2,,,06,2005,2,,,2,,2,,00308.1521,,1,1
12,4717015001,06880323,0013232111364002,02,02,3,2,39,02,09,2002,1,5,0940,1,089,33,1,9131,12,2,,,06,2005,1,075000,1,2,,2,,00308.1521,,1,1
12,6302016002,00300131,0012211071365902,01,01,2,2,32,02,05,2003,2,3,0210,1,081,23,1,9131,29,2,,,04,2005,2,,,2,,2,,00314.7731,,1,1
12,6302021002,00660051,0014221181366402,01,01,2,2,37,01,05,2003,2,6,9211,1,051,24,1,9131,04,2,,,05,2005,2,,,2,,2,,00294.3918,,1,1
12,6302021002,00770293,0014221181366402,01,01,3,2,24,01,10,2001,1,6,9322,1,051,24,1,5133,21,1,07,2003,,,1,015000,1,1,018000,2,,00288.1638,,2,1
12,6303003001,00840017,0011220021366802,01,01,2,2,39,02,09,2001,2,7,2231,1,096,88,1,2231,24,2,,,88,8888,1,090000,1,2,,2,,00303.9107,,1,1
12,6303003001,00890071,0011220021366802,01,01,1,1,40,02,09,2001,2,4,7212,1,081,36,1,7136,24,2,,,12,2003,1,090000,1,2,,2,,00302.7047,,1,1
12,6303003001,00990179,0011220021366802,01,01,4,1,39,02,03,2003,2,5,0910,1,081,09,1,2132,24,2,,,12,2003,1,090000,1,2,,2,,00302.7047,,1,1
12,6303005007,01058001,0010100061367002,01,01,2,1,33,01,02,2002,2,7,2152,6,096,12,1,0129,10,2,,,08,2004,1,113000,1,2,,2,,00364.8076,,1,
12,6303005007,01060045,0010100061367002,01,01,1,2,45,04,01,2003,2,7,1314,1,012,10,1,8340,50,2,,,10,2003,1,060000,1,2,,2,,00326.3772,,1,1
12,6303011007,01710343,0010100111367402,01,01,6,2,26,02,08,2001,1,7,5220,1,090,12,1,4190,09,1,08,2002,,,2,,,2,,2,,00310.7013,,2,2
12,6303011018,01890247,0010100111367402,01,01,1,1,27,01,09,2003,2,4,7412,1,081,88,1,7412,00,2,,,88,8888,2,,,2,,2,,00347.1370,,1,1
12,6303012009,01950086,0010100121367502,01,01,3,2,34,02,08,2001,1,7,0231,8,047,36,2,,,2,,,07,2004,2,,,2,,2,,00357.0108,,1,2
12,6303016003,02260015,0012210041367702,01,01,1,1,49,03,06,2003,2,7,7231,1,052,10,1,8340,50,2,,,03,2004,1,040000,1,1,015000,2,,00282.0239,,1,1
12,6303016003,02320177,0012210041367702,01,01,3,2,24,01,09,2001,2,4,4211,8,050,88,2,,,2,,,88,8888,1,010000,1,2,,2,,00353.7375,,1,2
12,6303023005,02470022,0010100081367802,01,01,2,1,48,05,09,2003,2,7,0910,1,033,09,1,3142,30,2,,,06,2004,1,120000,1,1,150000,1,020000,00364.1914,,1,1
12,6303023005,02490105,0010100081367802,01,01,1,1,37,02,09,2003,2,7,7233,1,052,12,1,7233,24,2,,,08,2004,2,,,1,120000,1,065000,00333.1639,,1,1
12,6303023005,02520248,0010100081367802,01,01,1,1,42,03,07,2003,2,7,0920,1,096,10,1,8340,30,2,,,05,2004,1,027500,1,2,,2,,00333.1639,,1,1
12,6303027001,02910782,0012220041368102,01,02,3,2,34,02,03,2003,1,5,0910,1,096,24,1,1490,48,2,,,03,2005,2,,,2,,2,,00243.4471,,1,1
12,6303027001,02910782,0012220041368102,02,02,3,2,33,01,06,2003,1,7,0910,1,081,24,1,9131,03,2,,,07,2005,2,,,2,,2,,00243.4471,,1,1
12,6303033015,03730066,0010100141368602,01,01,2,2,31,01,05,2000,2,7,0210,1,096,47,1,4113,41,2,,,04,2004,1,020000,1,2,,2,,00347.3559,,1,1
12,6303035003,04440244,0010210011368802,01,01,3,2,29,02,09,1999,1,7,7414,1,081,36,1,2225,48,1,09,2003,,,1,007000,1,1,100000,1,050000,00332.5676,,1,1
12,6303036001,04650134,0014210031368902,01,01,1,2,68,99,99,9999,3,7,9999,9,999,99,9,9999,99,9,99,9999,,,9,999999,9,9,999999,9,999999,00307.6460,,1,
12,6303038006,04930079,0010100161369102,01,01,3,2,38,04,08,2003,1,6,3472,1,039,04,1,9131,46,2,,,12,2003,1,035000,1,2,,2,,00315.8267,,1,1
12,6303038006,04960130,0010100161369102,01,01,2,2,32,01,12,2000,2,4,0210,1,081,24,1,9131,12,1,07,2003,,,1,018000,4,1,003000,2,,00346.7741,,1,1
12,6303038018,05120021,0010100161369102,01,01,2,2,30,02,09,2003,2,6,0210,1,081,12,1,5133,36,2,,,09,2004,2,,,1,100000,2,,00346.7741,,1,1
12,6303038018,05170058,0010100161369102,01,01,6,2,67,99,99,9999,1,2,9999,9,999,99,9,9999,99,9,99,9999,,,9,999999,9,9,999999,9,999999,00320.7879,,1,
12,6303038018,05200073,0010100161369102,01,01,3,2,24,01,06,2002,1,6,7414,1,052,06,1,3473,06,1,12,2002,,,2,,,2,,2,,00322.8673,,1,2
12,6306018006,06010291,0011211131370602,01,01,3,2,28,02,04,2000,1,6,0210,3,052,06,1,2459,12,1,11,2000,,,2,,,2,,2,,00346.2504,,1,2
12,6306024004,06200025,0013212131371002,01,01,1,1,38,03,09,2002,2,7,2151,1,093,10,1,2151,25,1,09,2003,,,1,180000,1,1,000000,1,005500,00614.9352,,1,1
12,6306024004,06290349,0013212131371002,01,01,3,1,20,02,08,2002,2,4,0231,1,081,16,1,4211,36,2,,,12,2003,1,051000,1,2,,2,,00604.4861,,1,1
12,6306024004,06320465,0013212131371002,01,01,1,1,33,05,09,2003,2,7,0231,1,035,10,1,8340,50,2,,,07,2004,1,214000,1,1,076500,1,009500,00649.2448,,1,1
12,6306024004,06410831,0013212131371002,01,01,1,1,32,03,12,2001,2,7,0231,1,035,24,1,2154,40,2,,,12,2003,1,120000,1,2,,2,,00649.2448,,1,1
12,6311008001,06840198,0011222031372202,01,01,4,1,26,03,05,2003,2,7,0231,1,083,13,1,8340,45,2,,,06,2004,1,060000,1,2,,2,,00313.5244,,1,1
12,6311014000,06910012,0011233141371902,01,01,6,2,21,01,09,2003,1,4,0231,1,053,25,1,9131,01,2,,,10,2005,2,,,2,,2,,00294.4268,,1,1
12,6311014000,06990191,0011233141371902,02,02,3,2,31,01,03,2003,1,6,0210,1,081,23,1,9131,06,2,,,02,2005,2,,,2,,2,,00316.2277,,1,1
12,6311014000,06990191,0011233141371902,01,02,3,2,23,01,06,2002,2,3,0231,1,081,16,1,9131,15,2,,,10,2003,1,050000,1,2,,2,,00294.4268,,1,1
12,6311014000,07050328,0011233141371902,01,01,3,2,24,01,01,2003,1,6,0231,1,082,24,1,9131,08,2,,,01,2005,2,,,2,,2,,00294.4268,,1,1
12,6312014015,07350169,0010100031372802,01,01,2,2,49,01,03,2000,2,4,0210,1,082,45,1,9131,42,2,,,12,2003,1,096000,1,2,,1,033000,00402.2587,,1,1
